QuantityX	Name	Edition	Foil	Price	List name
1x	Ral Zarek	Commander 2019		$0.99	April 2023
1x	Ruin Crab	Zendikar Rising		$0.99	Zendikar
1x	Sculpting Steel	Commander 2021		$0.99	Osgir
1x	Solemn Simulacrum	New Capenna Commander		$0.99	Osgir
1x	Tainted Isle	Commander Legends: Battle for Baldur's Gate		$0.99	Captain ngathrod
1x	Tenacious Underdog	Streets of New Capenna		$0.99	Baldurs gate rares
1x	Tenacious Underdog	Streets of New Capenna		$0.99	New capenna, strixhaven rares uncommons
1x	Triskelion	Mystery Booster Retail Edition Foils	Foil	$0.99	Ezuri
1x	Vivien, Champion of the Wilds	War of the Spark		$0.99	Baldurs gate rares
1x	Vivien, Champion of the Wilds	War of the Spark		$0.99	Chulane
1x	Wayfarer's Bauble	Modern Masters 2015		$0.99	Zaxara
1x	Whispering Madness	Gatecrash		$0.99	Rares
3x	Zendikar's Roil	Magic Origins		$0.99	Green uncommons
1x	Ajani's Chosen	Magic 2014		$1.00	Rares
1x	Anowon, the Ruin Sage	Worldwake		$1.00	B/W Commander randoms
1x	Body of Research	Strixhaven: School of Mages		$1.00	Baldurs gate rares
1x	Body of Research	Strixhaven: School of Mages		$1.00	New capenna, strixhaven rares uncommons
1x	Consuming Aberration	Gatecrash		$1.00	Captain ngathrod
1x	Geyadrone Dihada	Modern Horizons 2		$1.00	Grixis colors
1x	Giant Adephage	Gatecrash		$1.00	Rares
1x	Gideon, Champion of Justice	Gatecrash		$1.00	Breena
1x	Greed	Fourth Edition		$1.00	Old cards
1x	Hot Springs	Ice Age		$1.00	Old cards
1x	Kami of the Crescent Moon	Crimson Vow Commander		$1.00	Millicent
1x	Lae'zel, Vlaakith's Champion	Commander Legends: Battle for Baldur's Gate		$1.00	Baldurs gate
1x	Lae'zel, Vlaakith's Champion	Commander Legends: Battle for Baldur's Gate		$1.00	Baldurs gate rares
1x	Liquimetal Torque	Modern Horizons 2		$1.00	Osgir
3x	Mesmerizing Benthid	Ravnica Allegiance		$1.00	Rares
1x	Mind Stone	Duel Decks Anthology: Jace vs. Chandra		$1.00	B/W Commander randoms
1x	Prosperous Innkeeper	Adventures in the Forgotten Realms		$1.00	Green uncommons
1x	Samut, the Tested	Hour of Devastation		$1.00	Rares
1x	Slogurk, the Overslime	Innistrad: Midnight Hunt	Foil	$1.00	Kamigawa and innistrad
1x	Spike Feeder	Mystery Booster Retail Edition Foils	Foil	$1.00	Ezuri
1x	Strixhaven Stadium	Strixhaven: School of Mages		$1.00	Osgir others
1x	Sun Titan	Commander Anthology Volume II		$1.00	Chulane
1x	Sun Titan	Commander Anthology Volume II		$1.00	Osgir
1x	Swiftfoot Boots	Commander Legends: Battle for Baldur's Gate		$1.00	Baldurs gate
1x	Tatyova, Benthic Druid	Dominaria		$1.00	Chulane
1x	The Elderspell	War of the Spark		$1.00	Baldurs gate rares
1x	Thopter Spy Network	Magic Origins		$1.00	April 2023
1x	Tragic Arrogance	Commander 2021		$1.00	Breena
1x	Uncage the Menagerie	Hour of Devastation		$1.00	Baldurs gate rares
1x	Uncage the Menagerie	Hour of Devastation		$1.00	Chulane
1x	Uncage the Menagerie	Hour of Devastation		$1.00	Zaxara
1x	Command Tower	Heads I Win, Tails You Lose		$1.01	Niv
1x	Command Tower	Heads I Win, Tails You Lose		$1.01	Osgir
1x	Ellywick Tumblestrum	Adventures in the Forgotten Realms		$1.01	Rares
1x	Ohran Viper	Commander 2015		$1.01	Rares
1x	Emergence Zone	War of the Spark		$1.03	Baldurs gate uncommons
1x	Steel Overseer	Commander 2021		$1.03	Osgir
1x	Arcane Signet	Commander Legends: Battle for Baldur's Gate		$1.04	Baldurs gate
1x	Arcane Signet	Commander Legends: Battle for Baldur's Gate		$1.04	Captain ngathrod
1x	Pact Weapon	Commander Legends: Battle for Baldur's Gate		$1.05	Baldurs gate
1x	Sakura-Tribe Elder	Neon Dynasty Commander		$1.06	Zaxara
1x	Topiary Stomper	Streets of New Capenna		$1.06	B/W Commander randoms
1x	Topiary Stomper	Streets of New Capenna		$1.06	Baldurs gate rares
1x	Wall of Stolen Identity	Commander 2019		$1.06	April 2023
1x	Corpsejack Menace	Return to Ravnica		$1.07	New capenna, strixhaven rares uncommons
1x	Corpsejack Menace	Return to Ravnica		$1.07	Zaxara
1x	Cruel Celebrant	War of the Spark		$1.07	Baldurs gate uncommons
1x	Virtus's Maneuver	Battlebond		$1.07	B/W Commander randoms
1x	Ancient Den	Commander 2021		$1.08	Osgir
1x	Arcane Signet	Commander 2021		$1.08	Osgir
1x	Fleet Swallower	Ixalan		$1.08	Rares
1x	Gala Greeters	Streets of New Capenna		$1.08	Chulane others
2x	Captain Lannery Storm	Ixalan		$1.09	Rares
1x	Champion of Lambholt	Commander 2016		$1.09	Chulane others
1x	Asmoranomardicadaistinaculdacar	Modern Horizons 2		$1.10	Rares
1x	Casualties of War	War of the Spark		$1.10	Baldurs gate rares
1x	Frantic Search	Urza's Legacy		$1.10	Niv
1x	Inspiring Leader	Commander Legends: Battle for Baldur's Gate		$1.10	Baldurs gate
1x	Soul Shatter	Zendikar Rising		$1.10	B/W Commander randoms
1x	Soul Shatter	Zendikar Rising		$1.10	Baldurs gate rares
1x	Soul Shatter	Zendikar Rising		$1.10	Zendikar
2x	Aether Channeler	Dominaria United		$1.11	April 2023
1x	Lazav, Dimir Mastermind	Gatecrash		$1.13	Rares
1x	Patron of the Vein	Crimson Vow Commander		$1.13	B/W Commander randoms
1x	Chancellor of the Dross	New Phyrexia		$1.14	B/W Commander randoms
1x	Jace's Sanctum	Magic Origins		$1.14	Niv
1x	Jace's Sanctum	Magic Origins		$1.14	Rares
2x	Krosan Grip	Commander 2015		$1.14	Green uncommons
1x	Regal Caracal	Amonkhet		$1.14	Rares
1x	Dark Ritual	Duel Decks: Divine vs. Demonic		$1.15	B/W Commander randoms
1x	Imprisoned in the Moon	Forgotten Realms Commander		$1.15	Millicent
1x	Angel of Suffering	Streets of New Capenna		$1.16	B/W Commander randoms
1x	Angel of Suffering	Streets of New Capenna		$1.16	Baldurs gate rares
1x	Angel of Suffering	Streets of New Capenna		$1.16	Rares
1x	Corpsejack Menace	Commander 2016		$1.16	B/W Commander randoms
1x	Tear Asunder	Dominaria United		$1.16	April 2023
1x	Duelist's Heritage	Commander 2016		$1.18	Breena
1x	Incubation Druid	Ravnica Allegiance		$1.18	Rares
1x	Momentous Fall	Jumpstart		$1.18	Baldurs gate rares
1x	Nightscape Familiar	Commander 2013		$1.18	Grixis colors
1x	Rogue's Passage	Zendikar Rising Commander		$1.18	Zaxara
9x	Spirit of the Hunt	Eldritch Moon	Foil	$1.18	Foil rares and uncommons
1x	Thief of Blood	Commander 2015		$1.18	B/W Commander randoms
1x	Sanctum of All	Core Set 2021		$1.19	Baldurs gate rares
1x	Hour of Promise	Hour of Devastation		$1.20	Rares
1x	Indestructibility	Magic 2014		$1.20	Rares
1x	Legion Lieutenant	Rivals of Ixalan		$1.20	B/W Commander randoms
1x	Lightning Bolt	Magic 2011		$1.20	Modern deck
2x	Power Word Kill	Adventures in the Forgotten Realms		$1.20	April 2023
1x	Power Word Kill	Adventures in the Forgotten Realms		$1.20	Black uncommons
1x	Price of Knowledge	Commander 2013		$1.20	Breena
1x	Solemn Simulacrum	Commander Anthology Volume II		$1.20	Rares
1x	Speaker of the Heavens	The List		$1.20	Rares
1x	Swiftfoot Boots	Commander 2013		$1.20	Colorless uncommmons
1x	Zaxara, the Exemplary	Commander 2020		$1.20	Zaxara
1x	Cultivate	New Capenna Commander		$1.23	Chulane
1x	Daretti, Scrap Savant	Heads I Win, Tails You Lose	Foil	$1.23	Osgir
1x	Hornet Queen	Commander 2011		$1.23	Ezuri
1x	Counterspell	Modern Horizons 2		$1.24	Niv
3x	Counterspell	Modern Horizons 2		$1.24	Rares
1x	Dimir Signet	Modern Masters 2017		$1.24	Grixis colors
1x	Inspiring Statuary	Aether Revolt		$1.24	Osgir
1x	Inspiring Statuary	Aether Revolt		$1.24	Rares
1x	Olivia's Wrath	Crimson Vow Commander		$1.24	B/W Commander randoms
1x	Baldur's Gate	Commander Legends: Battle for Baldur's Gate		$1.25	Baldurs gate rares
1x	Felidar Retreat	Zendikar Rising		$1.25	B/W Commander randoms
1x	Demilich	Adventures in the Forgotten Realms		$1.26	April 2023
1x	Demilich	Adventures in the Forgotten Realms		$1.26	Niv
1x	Mystic Sanctuary	Throne of Eldraine		$1.26	Niv
1x	Resolute Reinforcements	Dominaria United	Foil	$1.26	April 2023
1x	Ruin Crab	Zendikar Rising		$1.26	Baldurs gate uncommons
1x	Sakura-Tribe Elder	Commander 2015		$1.26	Ezuri
1x	Zur, Eternal Schemer	Dominaria United		$1.26	April 2023
1x	Caves of Chaos Adventurer	Commander Legends: Battle for Baldur's Gate		$1.28	Baldurs gate
1x	Caves of Chaos Adventurer	Commander Legends: Battle for Baldur's Gate		$1.28	Baldurs gate rares
1x	Disorder in the Court	Crimson Vow Commander		$1.28	Millicent
1x	Sakura-Tribe Elder	Conspiracy		$1.28	Zaxara
2x	Decimator of the Provinces	Eldritch Moon		$1.29	Rares
1x	Sunscorch Regent	Dragons of Tarkir		$1.29	Breena
1x	Sunscorch Regent	Dragons of Tarkir		$1.29	Rares
1x	Clone Legion	Dragons of Tarkir		$1.30	Rares
1x	Harmonic Prodigy	Modern Horizons 2		$1.30	Niv
1x	Lifecrafter's Bestiary	Aether Revolt		$1.30	Ezuri
1x	Demolition Field	The Brothers' War		$1.32	April 2023
1x	Mana Geyser	Commander 2021		$1.32	Niv
1x	Domri, Chaos Bringer	Ravnica Allegiance		$1.33	Rares
1x	Life's Legacy	Magic 2015		$1.33	Ezuri
1x	Lightning Bolt	Fourth Edition		$1.33	Old cards
1x	Kiora, Behemoth Beckoner	War of the Spark		$1.35	Baldurs gate uncommons
1x	Kiora, Behemoth Beckoner	War of the Spark		$1.35	Zaxara
1x	Risen Reef	Core Set 2020		$1.35	Multicolor uncommons
4x	Visara the Dreadful	Eternal Masters		$1.36	Rares
1x	Animal Sanctuary	Core Set 2021		$1.37	Rares
1x	Chasm Skulker	Magic 2015		$1.40	Ezuri
1x	Henrika Domnathi //  // Henrika, Infernal Seer	Innistrad: Crimson Vow		$1.40	Vish Kal
1x	Heraldic Banner	Throne of Eldraine		$1.40	B/W Commander randoms
1x	Liesa, Forgotten Archangel	Innistrad: Midnight Hunt		$1.40	Kamigawa and innistrad
1x	Lightning Bolt	Archenemy: Nicol Bolas		$1.40	Red uncommons
1x	Shineshadow Snarl	Strixhaven: School of Mages		$1.40	Vish Kal
2x	Springleaf Drum	Lorwyn		$1.40	Colorless uncommmons
1x	Windborn Muse	Commander 2016		$1.40	Millicent
1x	Wizard Class	Adventures in the Forgotten Realms		$1.40	April 2023
1x	Wizard Class	Adventures in the Forgotten Realms		$1.40	Blue uncommons
1x	Wizard Class	Adventures in the Forgotten Realms		$1.40	Chulane
1x	Wizard Class	Adventures in the Forgotten Realms		$1.40	Niv
1x	Harvest Season	Amonkhet		$1.41	Rares
1x	Mavren Fein, Dusk Apostle	Ixalan		$1.42	B/W Commander randoms
1x	Deafening Silence	Throne of Eldraine		$1.44	Osgir
1x	Diluvian Primordial	Gatecrash		$1.44	Rares
1x	Temur Sabertooth	New Capenna Commander		$1.45	Chulane
1x	Tyvar's Stand	Phyrexia: All Will Be One		$1.45	New phyrexia
1x	Unmarked Grave	Modern Horizons 2		$1.46	Grixis colors
1x	Lifecrafter's Bestiary	Commander 2020		$1.47	Chulane
1x	Caller of the Claw	Commander 2015		$1.48	Rares
1x	Cordial Vampire	Crimson Vow Commander		$1.48	Vish Kal
6x	Admiral Beckett Brass	Ixalan		$1.49	Rares
1x	Archetype of Endurance	Mystery Booster Retail Edition Foils	Foil	$1.49	Baldurs gate uncommons
1x	Archetype of Endurance	Mystery Booster Retail Edition Foils	Foil	$1.49	Green uncommons
1x	Bolt Bend	War of the Spark		$1.49	Baldurs gate uncommons
1x	Myriad Landscape	Heads I Win, Tails You Lose	Foil	$1.49	Breena
1x	Patriarch's Bidding	Modern Horizons 2		$1.49	B/W Commander randoms
1x	Selfless Squire	Commander 2016		$1.49	Breena
1x	Temporary Lockdown	Dominaria United		$1.49	April 2023
1x	Venser, Shaper Savant	Modern Masters 2017		$1.49	Rares
1x	Brainstorm	Ice Age		$1.50	Niv
1x	Counterspell	Masters 25		$1.50	Chulane
1x	Distorting Wake	Invasion		$1.50	Zaxara
1x	Flood	The Dark		$1.50	Old cards
1x	Gigantoplasm	Commander 2015		$1.50	April 2023
1x	Harvester of Souls	Conspiracy: Take the Crown		$1.50	Vish Kal
2x	Hobgoblin Bandit Lord	Adventures in the Forgotten Realms		$1.50	Rares
1x	Hostage Taker	Ixalan		$1.50	Rares
2x	Immerwolf	Dark Ascension		$1.50	Multicolor uncommons
1x	Incendiary Command	Commander 2013		$1.50	Niv
1x	Jeleva, Nephalia's Scourge	Commander 2013		$1.50	Grixis colors
1x	Planewide Celebration	War of the Spark		$1.50	Baldurs gate rares
1x	Portable Hole	Adventures in the Forgotten Realms		$1.50	B/W Commander randoms
1x	Portable Hole	Adventures in the Forgotten Realms		$1.50	Osgir
1x	Verdant Confluence	Commander 2015		$1.50	Ezuri
1x	End-Raze Forerunners	Resale Promos	Foil	$1.51	Rares
2x	Prosperity	Commander 2013		$1.51	Blue uncommons
2x	Rockfall Vale	Innistrad: Midnight Hunt		$1.53	Rares
1x	Counterspell	Eternal Masters		$1.54	Ezuri
1x	Counterspell	Eternal Masters		$1.54	Zaxara
1x	Eidolon of Countless Battles	Born of the Gods		$1.54	Rares
1x	Ezuri's Predation	Commander 2015		$1.54	Rares
1x	Sage of Fables	Morningtide		$1.54	Blue uncommons
1x	Keen Duelist	Commander 2021		$1.55	Breena
1x	Ranging Raptors	Game Night 2019		$1.55	Green uncommons
1x	Feldon of the Third Path	Time Spiral Remastered		$1.58	Osgir
1x	Swiftfoot Boots	Commander 2015		$1.58	Osgir
1x	Coveted Jewel	Commander 2018		$1.60	B/W Commander randoms
1x	Angelic Arbiter	Jumpstart		$1.61	Breena
1x	Miscast	Core Set 2021		$1.61	Niv
1x	Zellix, Sanity Flayer	Commander Legends: Battle for Baldur's Gate	Foil	$1.61	Captain ngathrod
1x	Chameleon Colossus	Commander 2015		$1.62	Rares
1x	Debtors' Knell	Guildpact		$1.62	Breena
1x	Decree of Pain	Commander 2013		$1.62	Grixis colors
1x	Jace's Sanctum	Commander 2019		$1.62	April 2023
1x	Selesnya Signet	GRN Guild Kit		$1.63	Chulane others
1x	Selfless Spirit	Eldritch Moon		$1.64	Rares
1x	Arcane Signet	Throne of Eldraine		$1.65	Breena
1x	Arcane Signet	Throne of Eldraine		$1.65	Chulane
1x	Arcane Signet	Throne of Eldraine		$1.65	Niv
1x	Counterspell	Ice Age		$1.65	Grixis colors
1x	Counterspell	Ice Age		$1.65	Old cards
1x	Aboleth Spawn	Commander Legends: Battle for Baldur's Gate		$1.67	Captain ngathrod
1x	Knight of the Ebon Legion	Core Set 2020		$1.67	B/W Commander randoms
1x	Oswald Fiddlebender	Adventures in the Forgotten Realms		$1.68	Osgir
1x	Sevinne's Reclamation	Commander 2019		$1.68	April 2023
1x	Sevinne's Reclamation	Commander 2019		$1.68	Osgir
1x	Beast Within	Commander 2016		$1.69	Zaxara
1x	Kaya, Orzhov Usurper	Ravnica Allegiance		$1.70	Vish Kal
1x	Orb of Dragonkind	Adventures in the Forgotten Realms		$1.71	Rares
1x	Thran Turbine	Urza's Saga		$1.71	Foil rares and uncommons
1x	Bojuka Bog	Commander Anthology		$1.73	Breena
1x	Yavimaya Coast	Dominaria United		$1.75	April 2023
1x	Patron of the Vein	Commander 2017		$1.77	B/W Commander randoms
2x	Storm King's Thunder	Commander Legends: Battle for Baldur's Gate		$1.78	Baldurs gate rares
1x	Temur Sabertooth	Fate Reforged		$1.78	Green uncommons
1x	Gisa, Glorious Resurrector	Innistrad: Midnight Hunt		$1.79	Kamigawa and innistrad
1x	Electrostatic Field	Guilds of Ravnica		$1.80	Niv
1x	Manaweft Sliver	Magic 2014		$1.80	Green uncommons
1x	Master of Waves	Theros		$1.80	Rares
1x	Narset, Parter of Veils	War of the Spark		$1.80	Baldurs gate uncommons
1x	Narset, Parter of Veils	War of the Spark		$1.80	Niv
1x	Swords to Plowshares	Crimson Vow Commander		$1.80	Millicent
1x	Tireless Provisioner	Modern Horizons 2		$1.80	Chulane others
1x	Farseek	Magic 2013		$1.82	Zaxara
1x	Myr Retriever	Double Masters		$1.83	Osgir
1x	Bojuka Bog	Commander 2013		$1.84	Vish Kal
1x	Elementalist's Palette	Commander 2021		$1.85	Baldurs gate
1x	Elementalist's Palette	Commander 2021		$1.85	Zaxara
1x	Harvester of Souls	Jumpstart		$1.86	Grixis colors
1x	Rhonas's Monument	Game Night		$1.88	Chulane
1x	Cruel Reality	Amonkhet		$1.89	Rares
3x	Neoform	War of the Spark		$1.90	Baldurs gate uncommons
1x	Neoform	War of the Spark		$1.90	Chulane
1x	Sphinx's Tutelage	Magic Origins		$1.90	Chulane others
1x	Beast Within	New Capenna Commander		$1.93	Ezuri
1x	Deathbringer Liege	Eventide		$1.93	Breena
2x	Wilderness Reclamation	Ravnica Allegiance		$1.93	Green uncommons
1x	Xorn	Adventures in the Forgotten Realms		$1.93	Rares
1x	Basri Ket	Core Set 2021		$1.96	Breena
4x	Laelia, the Blade Reforged	Commander Legends: Battle for Baldur's Gate		$1.99	Baldurs gate rares
1x	Lost Soul	Renaissance		$1.99	Old cards
1x	Skullcrack	Gatecrash		$1.99	Red uncommons
1x	Sol Ring	Commander 2021		$1.99	Osgir
1x	Stitcher's Supplier	Jumpstart 2022		$1.99	April 2023
1x	Gyre Sage	Gatecrash		$2.00	Ezuri
1x	Momentous Fall	Commander 2019		$2.00	Rares
1x	Relic of Legends	Dominaria United		$2.00	April 2023
1x	Slip Out the Back	Streets of New Capenna		$2.00	B/W Commander randoms
1x	Slip Out the Back	Streets of New Capenna		$2.00	Baldurs gate uncommons
1x	Soul-Scar Mage	Amonkhet		$2.00	Rares
1x	Swords to Plowshares	Eternal Masters		$2.00	White uncommons
1x	Tempt with Reflections	Commander 2013		$2.00	Niv
1x	Vampire of the Dire Moon	Core Set 2020		$2.00	B/W Commander randoms
1x	Sanctum Seeker	Ixalan		$2.01	Vish Kal
1x	Sol Ring	Commander Legends: Battle for Baldur's Gate		$2.04	Captain ngathrod
1x	Sol Ring	Commander Legends: Battle for Baldur's Gate		$2.04	Zaxara
1x	Tezzeret, Artifice Master	Jumpstart 2022		$2.05	April 2023
1x	Sol Ring	Commander Legends		$2.06	Niv
2x	Parhelion II	War of the Spark		$2.07	Rares
1x	Darksteel Mutation	Commander 2021		$2.08	Baldurs gate uncommons
1x	Darksteel Mutation	Commander 2021		$2.08	Osgir others
1x	The Reality Chip	Kamigawa: Neon Dynasty		$2.08	Chulane
1x	The Reality Chip	Kamigawa: Neon Dynasty		$2.08	Kamigawa and innistrad
1x	Blood Tribute	Zendikar		$2.10	B/W Commander randoms
1x	Gilded Lotus	Dominaria		$2.10	B/W Commander randoms
1x	Gilded Lotus	Dominaria		$2.10	Niv
1x	Leonin Abunas	Double Masters		$2.10	Osgir
1x	Lord Xander, the Collector	Streets of New Capenna		$2.10	Baldurs gate rares
2x	Lord Xander, the Collector	Streets of New Capenna		$2.10	New capenna, strixhaven rares uncommons
1x	Baneslayer Angel	Core Set 2021		$2.12	Baldurs gate rares
1x	Baneslayer Angel	Core Set 2021		$2.12	Vish Kal
1x	Unclaimed Territory	Ixalan Promos	Foil	$2.12	Captain ngathrod
1x	Cloud Key	The Brothers' War Retro Artifacts		$2.15	New phyrexia
1x	Sol Ring	Commander 2013		$2.15	Vish Kal
1x	Peregrine Drake	Battlebond		$2.16	Chulane
1x	Wear // Tear	Dragon's Maze		$2.16	Multicolor uncommons
1x	Mishra's Bauble	The Brothers' War Retro Artifacts		$2.17	April 2023
1x	Sudden Spoiling	Time Spiral Remastered		$2.17	Vish Kal
1x	Reflections of Littjara	Kaldheim		$2.18	Captain ngathrod
1x	Steelbane Hydra	Throne of Eldraine		$2.19	Chulane
1x	Empowered Autogenerator	Commander 2019		$2.20	April 2023
1x	Empowered Autogenerator	Commander 2019		$2.20	B/W Commander randoms
1x	Thespian's Stage	Gatecrash		$2.20	Osgir
1x	Sol Ring	Commander 2016		$2.22	Breena
1x	Sol Ring	Commander 2016		$2.22	Chulane
1x	Gideon Blackblade	War of the Spark		$2.24	Baldurs gate rares
1x	Spell Swindle	The List		$2.24	Rares
1x	Expressive Iteration	Strixhaven: School of Mages		$2.25	Multicolor uncommons
1x	Expressive Iteration	Strixhaven: School of Mages		$2.25	Niv
1x	Hall of Storm Giants	Adventures in the Forgotten Realms		$2.25	April 2023
1x	Hall of Storm Giants	Adventures in the Forgotten Realms		$2.25	Baldurs gate uncommons
2x	Hall of Storm Giants	Adventures in the Forgotten Realms		$2.25	Rares
1x	Sol Ring	Commander 2015		$2.25	Ezuri
1x	The Scorpion God	Hour of Devastation		$2.25	Grixis colors
2x	The Scorpion God	Hour of Devastation		$2.25	Rares
1x	Archfiend of Ifnir	Amonkhet Promos	Foil	$2.27	Foil rares and uncommons
1x	Karametra, God of Harvests	Commander 2020		$2.27	Chulane
1x	Teferi's Ageless Insight	Core Set 2021		$2.27	Chulane
1x	Profane Tutor	Modern Horizons 2		$2.30	Vish Kal
2x	Manaweft Sliver	Mystery Booster Retail Edition Foils	Foil	$2.32	Green uncommons
1x	Laelia, the Blade Reforged	Commander 2021		$2.33	Baldurs gate rares
1x	Laelia, the Blade Reforged	Commander 2021		$2.33	Osgir others
1x	Niv-Mizzet, Parun	Guilds of Ravnica		$2.34	Niv
1x	Vorpal Sword	Adventures in the Forgotten Realms	Foil	$2.34	Foil rares and uncommons
1x	Mayhem Devil	War of the Spark		$2.36	Baldurs gate uncommons
1x	Uncage the Menagerie	Hour of Devastation	Foil	$2.37	Foil rares and uncommons
1x	Mirage Mirror	Hour of Devastation		$2.38	Osgir
1x	Bloated Contaminator	Phyrexia: All Will Be One		$2.40	April 2023
1x	Earthquake	Revised Edition		$2.40	Old cards
1x	Kiora, Master of the Depths	Battle for Zendikar		$2.40	Ezuri
1x	Kiora, Master of the Depths	Battle for Zendikar		$2.40	Zaxara
1x	Bident of Thassa	Commander 2015		$2.43	Captain ngathrod
1x	Bident of Thassa	Commander 2015		$2.43	Ezuri
1x	Grafdigger's Cage	Dark Ascension		$2.45	Niv
1x	Mikokoro, Center of the Sea	Masters 25		$2.46	Breena
1x	Saheeli Rai	Kaladesh		$2.47	Grixis colors
2x	Kolaghan's Command	Dragons of Tarkir		$2.48	Modern deck
1x	Liliana, Waker of the Dead	Core Set 2021		$2.48	Rares
1x	Promise of Loyalty	Commander 2021		$2.49	Breena
1x	Voice of the Blessed	Innistrad: Crimson Vow		$2.49	New capenna, strixhaven rares uncommons
1x	Cut Down	Dominaria United		$2.50	April 2023
1x	Lair of the Hydra	Adventures in the Forgotten Realms		$2.50	Chulane
1x	Lair of the Hydra	Adventures in the Forgotten Realms		$2.50	Foil rares and uncommons
2x	Basilisk Collar	Commander Legends: Battle for Baldur's Gate		$2.55	Baldurs gate rares
2x	Sheltered Thicket	Amonkhet		$2.55	Rares
1x	Animist's Awakening	Commander 2020		$2.56	Zaxara
1x	Felidar Guardian	Aether Revolt		$2.59	White uncommons
1x	Eternal Witness	Commander 2015		$2.60	Chulane
1x	Darksteel Mutation	Commander Anthology		$2.62	Millicent
1x	Blasphemous Act	Innistrad		$2.65	Niv
2x	Thaumatic Compass //  // Spires of Orazca	Ixalan		$2.66	Rares
1x	Nicol Bolas	Chronicles		$2.67	Grixis colors
1x	Ponder	Magic 2010		$2.67	Chulane
1x	Ponder	Magic 2010		$2.67	Niv
1x	Mindcrank	Commander Legends: Battle for Baldur's Gate		$2.68	Captain ngathrod
1x	Boros Charm	New Capenna Commander		$2.69	Osgir
1x	Yahenni, Undying Partisan	Aether Revolt		$2.69	Rares
1x	Yahenni, Undying Partisan	Aether Revolt		$2.69	Vish Kal
1x	Baleful Strix	Commander 2016		$2.70	Grixis colors
1x	Fire Covenant	Ice Age		$2.73	Multicolor uncommons
1x	High Market	Commander 2015		$2.73	Ezuri
