QuantityX	Name	Edition	Foil	Price	List name
1x	Detention Vortex	Strixhaven: School of Mages		$0.20	New capenna, strixhaven rares uncommons
1x	Detention Vortex	Strixhaven: School of Mages		$0.20	White uncommons
1x	Devoted Grafkeeper //  // Departed Soulkeeper	Innistrad: Midnight Hunt		$0.20	Baldurs gate uncommons
1x	Devoted Grafkeeper //  // Departed Soulkeeper	Innistrad: Midnight Hunt		$0.20	Kamigawa and innistrad
1x	Displacer Beast	Adventures in the Forgotten Realms		$0.20	Blue uncommons
1x	Distracting Geist //  // Clever Distraction	Innistrad: Crimson Vow		$0.20	White uncommons
1x	Divine Smite	Adventures in the Forgotten Realms		$0.20	White uncommons
1x	Dragon Cultist	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Dragon Cultist	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Dragon Egg	Iconic Masters		$0.20	Red uncommons
1x	Dragon's Disciple	Adventures in the Forgotten Realms		$0.20	White uncommons
1x	Dread Fugue	Innistrad: Crimson Vow		$0.20	Black uncommons
1x	Dueling Coach	Strixhaven: School of Mages		$0.20	Baldurs gate uncommons
1x	Dueling Coach	Strixhaven: School of Mages		$0.20	New capenna, strixhaven rares uncommons
1x	Dungeon Crawler	Adventures in the Forgotten Realms		$0.20	April 2023
1x	Dungeon Crawler	Adventures in the Forgotten Realms		$0.20	Black uncommons
1x	Elaborate Firecannon	Ixalan		$0.20	Colorless uncommmons
1x	Enraged Ceratok	Ravnica Allegiance		$0.20	Green uncommons
1x	Erinis, Gloom Stalker	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Essence Backlash	Return to Ravnica		$0.20	Grixis colors
1x	Eternal Taskmaster	Jumpstart		$0.20	Baldurs gate uncommons
7x	Eternal Taskmaster	Jumpstart		$0.20	Black uncommons
1x	Eternal Taskmaster	Jumpstart		$0.20	Grixis colors
1x	Evangel of Synthesis	The Brothers' War		$0.20	April 2023
3x	Exclusion Mage	Jumpstart		$0.20	Blue uncommons
1x	Exotic Pets	Streets of New Capenna		$0.20	Baldurs gate uncommons
2x	Exotic Pets	Streets of New Capenna		$0.20	New capenna, strixhaven rares uncommons
2x	Expand the Sphere	Phyrexia: All Will Be One		$0.20	April 2023
2x	Exuberant Fuseling	Phyrexia: All Will Be One		$0.20	April 2023
1x	Faith's Fetters	Ultimate Masters		$0.20	B/W Commander randoms
1x	Faith's Fetters	Ultimate Masters		$0.20	Baldurs gate uncommons
1x	Falconer Adept	Core Set 2021		$0.20	White uncommons
1x	Fast // Furious	Modern Horizons 2		$0.20	Niv
1x	Fear	Ice Age		$0.20	Old cards
1x	Fetid Horror	Mirage		$0.20	Andy's new cards
1x	Feywild Visitor	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Feywild Visitor	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Filigree Attendant	Modern Horizons 2		$0.20	Blue uncommons
1x	Fires of Victory	Dominaria United		$0.20	April 2023
1x	Firmament Sage	Innistrad: Midnight Hunt		$0.20	Baldurs gate uncommons
1x	Firmament Sage	Innistrad: Midnight Hunt		$0.20	Kamigawa and innistrad
1x	Flames of the Raze-Boar	Ravnica Allegiance		$0.20	Red uncommons
1x	Forge Boss	Streets of New Capenna		$0.20	Baldurs gate uncommons
1x	Forge Boss	Streets of New Capenna		$0.20	Multicolor uncommons
1x	Forge Boss	Streets of New Capenna		$0.20	New capenna, strixhaven rares uncommons
1x	Garna, Bloodfist of Keld	Dominaria United		$0.20	April 2023
1x	Gate Colossus	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Gate Colossus	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
2x	Ghost-Lit Drifter	Modern Horizons 2		$0.20	Blue uncommons
1x	Ghoulcaller's Accomplice	Jumpstart		$0.20	Grixis colors
1x	Giant Tortoise	Fourth Edition		$0.20	Old cards
1x	Goblin Blast-Runner	The Brothers' War		$0.20	April 2023
1x	Goblin Ski Patrol	Ice Age		$0.20	Old cards
1x	Goma Fada Vanguard	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Goma Fada Vanguard	Zendikar Rising		$0.20	Zendikar
1x	Graceful Restoration	Modern Horizons 2		$0.20	B/W Commander randoms
1x	Graceful Restoration	Modern Horizons 2		$0.20	Vish Kal
1x	Graveyard Shift	Streets of New Capenna		$0.20	B/W Commander randoms
1x	Graveyard Shift	Streets of New Capenna		$0.20	Baldurs gate uncommons
1x	Great Desert Prospector	The Brothers' War		$0.20	April 2023
1x	Grisly Spectacle	Gatecrash		$0.20	Foil rares and uncommons
1x	Gristle Grinner	Jumpstart		$0.20	Baldurs gate uncommons
1x	Gristle Grinner	Jumpstart		$0.20	Black uncommons
2x	Gruesome Realization	The Brothers' War		$0.20	April 2023
1x	Gruul Cluestone	Dragon's Maze		$0.20	Foil rares and uncommons
1x	Guild Artisan	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Guild Artisan	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Gut, True Soul Zealot	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
2x	Gut, True Soul Zealot	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Hanged Executioner	Starter Commander Decks		$0.20	Millicent
1x	Heartfire Immolator	Core Set 2021		$0.20	Red uncommons
1x	Heartless Pillage	Double Masters		$0.20	Black uncommons
1x	Hellkite Punisher	Core Set 2021		$0.20	Red uncommons
1x	Homing Lightning	Jumpstart		$0.20	Red uncommons
1x	Howl from Beyond	Fourth Edition		$0.20	Old cards
1x	Hunter's Mark	Adventures in the Forgotten Realms		$0.20	Green uncommons
1x	Immolation	Fourth Edition		$0.20	Old cards
1x	Imoen, Mystic Trickster	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
2x	Imoen, Mystic Trickster	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
2x	Imperial Lancer	Ixalan		$0.20	White uncommons
1x	Imperial Recovery Unit	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Innocent Traveler //  // Malicious Invader	Innistrad: Crimson Vow		$0.20	Black uncommons
1x	Intrepid Outlander	Adventures in the Forgotten Realms		$0.20	April 2023
2x	Intrepid Outlander	Adventures in the Forgotten Realms		$0.20	Green uncommons
1x	Iron Golem	Adventures in the Forgotten Realms		$0.20	Baldurs gate uncommons
1x	Iron Golem	Adventures in the Forgotten Realms		$0.20	Osgir others
1x	Iron Mastiff	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate rares
1x	Island	Core Set 2019		$0.20	Chulane
1x	Jukai Trainee	Kamigawa: Neon Dynasty	Foil	$0.20	Kamigawa and innistrad
1x	Juvenile Mist Dragon	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Juvenile Mist Dragon	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
2x	Kagha, Shadow Archdruid	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
3x	Kagha, Shadow Archdruid	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Karok Wrangler	Strixhaven: School of Mages		$0.20	Green uncommons
1x	Kazandu Nectarpot	Zendikar Rising		$0.20	Zendikar
1x	Keen-Eared Sentry	Adventures in the Forgotten Realms		$0.20	White uncommons
1x	Kelsinko Ranger	Ice Age		$0.20	Old cards
1x	Kinetic Augur	Core Set 2021		$0.20	Niv
1x	Knighted Myr	Modern Horizons 2		$0.20	Osgir others
1x	Lightfoot Rogue	Adventures in the Forgotten Realms		$0.20	Black uncommons
1x	Liliana's Elite	Jumpstart 2022		$0.20	April 2023
1x	Livaan, Cultist of Tiamat	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
2x	Livaan, Cultist of Tiamat	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Lozhan, Dragons' Legacy	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Lulu, Loyal Hollyphant	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
2x	Lulu, Loyal Hollyphant	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Lurking Roper	Adventures in the Forgotten Realms		$0.20	April 2023
1x	Luxurious Libation	Streets of New Capenna		$0.20	Green uncommons
1x	Magma Pummeler	Innistrad: Crimson Vow		$0.20	Red uncommons
2x	Make Obsolete	Kaladesh		$0.20	Black uncommons
1x	Mascot Interception	Strixhaven: School of Mages		$0.20	Baldurs gate uncommons
1x	Mascot Interception	Strixhaven: School of Mages		$0.20	New capenna, strixhaven rares uncommons
1x	Mascot Interception	Strixhaven: School of Mages		$0.20	Red uncommons
1x	Master Symmetrist	Strixhaven: School of Mages		$0.20	Baldurs gate uncommons
3x	Master Symmetrist	Strixhaven: School of Mages		$0.20	Green uncommons
1x	Metropolis Angel	Streets of New Capenna		$0.20	Multicolor uncommons
1x	Miasmic Mummy	Amonkhet		$0.20	Foil rares and uncommons
1x	Minthara, Merciless Soul	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Mishra, Excavation Prodigy	The Brothers' War		$0.20	April 2023
1x	Mobilizer Mech	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Modify Memory	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate rares
1x	Moss-Pit Skeleton	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Moss-Pit Skeleton	Zendikar Rising		$0.20	Zendikar
3x	Mr. Orfeo, the Boulder	Streets of New Capenna		$0.20	Baldurs gate uncommons
1x	Mr. Orfeo, the Boulder	Streets of New Capenna		$0.20	New capenna, strixhaven rares uncommons
1x	Myr Convert	Phyrexia: All Will Be One		$0.20	April 2023
1x	Mystery Key	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Mystery Key	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate rares
1x	Mystery Key	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Najal, the Storm Runner	Dominaria United		$0.20	April 2023
1x	Naturalize	Magic 2014		$0.20	Ezuri
2x	Nebelgast Herald	Crimson Vow Commander		$0.20	Blue uncommons
1x	Nebelgast Herald	Crimson Vow Commander		$0.20	Millicent
1x	Necrotic Wound	Jumpstart 2022		$0.20	April 2023
1x	Nemesis Phoenix	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
2x	Nimble Larcenist	Streets of New Capenna		$0.20	Multicolor uncommons
1x	Norika Yamazaki, the Poet	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Nothic	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Oji, the Exquisite Blade	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Oji, the Exquisite Blade	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
3x	Paladin of Predation	Phyrexia: All Will Be One		$0.20	April 2023
1x	Panicked Bystander //  // Cackling Culprit	Innistrad: Crimson Vow		$0.20	April 2023
1x	Panicked Bystander //  // Cackling Culprit	Innistrad: Crimson Vow		$0.20	Baldurs gate uncommons
1x	Panicked Bystander //  // Cackling Culprit	Innistrad: Crimson Vow		$0.20	New capenna, strixhaven rares uncommons
2x	Panicked Bystander //  // Cackling Culprit	Innistrad: Crimson Vow		$0.20	White uncommons
1x	Parapet Watchers	Shadowmoor		$0.20	Ezuri
1x	Parasitic Grasp	Innistrad: Crimson Vow		$0.20	B/W Commander randoms
2x	Parasitic Grasp	Innistrad: Crimson Vow		$0.20	Baldurs gate uncommons
1x	Parasitic Grasp	Innistrad: Crimson Vow		$0.20	New capenna, strixhaven rares uncommons
1x	Piety	Fourth Edition		$0.20	Old cards
1x	Pilgrim's Eye	Commander 2021		$0.20	Osgir
1x	Power of Persuasion	Adventures in the Forgotten Realms		$0.20	April 2023
1x	Power of Persuasion	Adventures in the Forgotten Realms		$0.20	Blue uncommons
1x	Prey Upon	Aether Revolt		$0.20	Ezuri
1x	Psychic Symbiont	Double Masters 2022		$0.20	Andy's new cards
1x	Public Enemy	Streets of New Capenna		$0.20	B/W Commander randoms
1x	Public Enemy	Streets of New Capenna		$0.20	Baldurs gate uncommons
1x	Purple Worm	Adventures in the Forgotten Realms		$0.20	April 2023
1x	Purple Worm	Adventures in the Forgotten Realms		$0.20	Green uncommons
1x	Radical Idea	Guilds of Ravnica		$0.20	Niv
1x	Raff, Weatherlight Stalwart	Dominaria United		$0.20	April 2023
4x	Rain of Revelation	Modern Horizons		$0.20	Blue uncommons
1x	Rasaad yn Bashir	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Ravager's Mace	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Ravager's Mace	Zendikar Rising		$0.20	Zendikar
1x	Ray of Frost	Adventures in the Forgotten Realms		$0.20	Blue uncommons
2x	Replication Specialist	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Replication Specialist	Kamigawa: Neon Dynasty		$0.20	Kamigawa and innistrad
1x	Resistance Squad	Innistrad: Crimson Vow		$0.20	Baldurs gate uncommons
1x	Resistance Squad	Innistrad: Crimson Vow		$0.20	New capenna, strixhaven rares uncommons
1x	Resistance Squad	Innistrad: Crimson Vow		$0.20	White uncommons
1x	Retrieve	Innistrad: Crimson Vow		$0.20	April 2023
1x	Returned Pastcaller	Strixhaven: School of Mages		$0.20	Baldurs gate uncommons
1x	Returned Pastcaller	Strixhaven: School of Mages		$0.20	Osgir others
2x	Rilsa Rael, Kingpin	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
4x	Rilsa Rael, Kingpin	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Rockslide Sorcerer	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Rockslide Sorcerer	Zendikar Rising		$0.20	Zendikar
1x	Rona, Sheoldred's Faithful	Dominaria United		$0.20	April 2023
1x	Saddle of the Cavalier	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
2x	Said // Done	Modern Horizons 2		$0.20	Blue uncommons
1x	Sanctum Gargoyle	Commander 2021		$0.20	Osgir others
1x	Sanguine Statuette	Innistrad: Crimson Vow		$0.20	Baldurs gate uncommons
1x	Sanguine Statuette	Innistrad: Crimson Vow		$0.20	New capenna, strixhaven rares uncommons
1x	Sarevok, Deathbringer	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate rares
1x	Scatter Arc	Gatecrash		$0.20	Foil rares and uncommons
1x	Scheming Aspirant	Phyrexia: All Will Be One		$0.20	April 2023
1x	Scion of Ugin	Iconic Masters		$0.20	Colorless uncommmons
1x	Scour the Desert	Modern Horizons 2		$0.20	B/W Commander randoms
1x	Scour the Desert	Modern Horizons 2		$0.20	Baldurs gate uncommons
1x	Screaming Swarm	Innistrad: Crimson Vow		$0.20	Blue uncommons
1x	Screaming Swarm	Innistrad: Crimson Vow		$0.20	Captain ngathrod
1x	Sea Drake	Modern Horizons 2		$0.20	Chulane others
1x	Seismic Wave	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Setessan Starbreaker	Born of the Gods		$0.20	Foil rares and uncommons
2x	Shanodin Dryads	Fourth Edition		$0.20	Old cards
1x	Shatterskull Minotaur	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Shatterskull Minotaur	Zendikar Rising		$0.20	Zendikar
1x	Siege Striker	Core Set 2021		$0.20	Baldurs gate uncommons
1x	Siege Striker	Core Set 2021		$0.20	White uncommons
1x	Simic Guildgate	Ravnica Allegiance		$0.20	Chulane
1x	Sivriss, Nightmare Speaker	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
3x	Sivriss, Nightmare Speaker	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Skanos Dragonheart	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Skanos Dragonheart	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
2x	Skull Rend	Return to Ravnica		$0.20	Grixis colors
1x	Sky Tether	Jumpstart		$0.20	White uncommons
1x	Skyclave Geopede	Zendikar Rising		$0.20	Zendikar
1x	Skyclave Plunder	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Skyclave Plunder	Zendikar Rising		$0.20	Zendikar
1x	Skyship Plunderer	New Capenna Commander		$0.20	Blue uncommons
1x	Slag Strider	Modern Horizons 2		$0.20	Red uncommons
2x	Soulcipher Board //  // Cipherbound Spirit	Innistrad: Crimson Vow		$0.20	Blue uncommons
1x	Specimen Collector	Modern Horizons 2		$0.20	Blue uncommons
1x	Spectral Searchlight	Commander Legends		$0.20	B/W Commander randoms
1x	Spell Rupture	Gatecrash		$0.20	Chulane others
1x	Split the Party	Adventures in the Forgotten Realms		$0.20	Blue uncommons
1x	Split the Spoils	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Split the Spoils	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
4x	Spreading Insurrection	Modern Horizons 2		$0.20	Red uncommons
1x	Static Net	The Brothers' War		$0.20	New phyrexia
1x	Stone Haven Pilgrim	Jumpstart		$0.20	White uncommons
1x	Stonehands	Ice Age		$0.20	Old cards
1x	Stonehorn Chanter	Magic 2014		$0.20	White uncommons
1x	Swamp	Commander 2015		$0.20	Vish Kal
1x	Swamp	Core Set 2019		$0.20	Grixis colors
1x	Sweep the Skies	Modern Horizons 2		$0.20	Blue uncommons
1x	Swiftwater Cliffs	Kamigawa: Neon Dynasty		$0.20	Niv
1x	Swooping Protector	Streets of New Capenna		$0.20	B/W Commander randoms
1x	Swooping Protector	Streets of New Capenna		$0.20	Baldurs gate uncommons
2x	Sword Coast Sailor	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Syncopate	Dominaria		$0.20	Zaxara
2x	Tattered Haunter	Eldritch Moon		$0.20	Ezuri
2x	Tempered Veteran	Core Set 2021		$0.20	Vish Kal
1x	Tempered Veteran	Core Set 2021		$0.20	White uncommons
1x	The Long Reach of Night //  // Animus of Night's Reach	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	The Long Reach of Night //  // Animus of Night's Reach	Kamigawa: Neon Dynasty		$0.20	Kamigawa and innistrad
1x	Thraxodemon	The Brothers' War	Foil	$0.20	April 2023
1x	Thundering Rebuke	Zendikar Rising		$0.20	Baldurs gate uncommons
1x	Thundering Rebuke	Zendikar Rising		$0.20	Zendikar
1x	Tibalt's Rager	Jumpstart		$0.20	Red uncommons
1x	Torch Breath	Streets of New Capenna		$0.20	B/W Commander randoms
1x	Torch Breath	Streets of New Capenna		$0.20	Baldurs gate uncommons
1x	Touch of Moonglove	Magic Origins		$0.20	Modern deck
1x	Towashi Guide-Bot	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Towashi Guide-Bot	Kamigawa: Neon Dynasty		$0.20	Osgir
1x	Treasure Keeper	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Treasure Keeper	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	Trickster's Talisman	Adventures in the Forgotten Realms		$0.20	Blue uncommons
1x	Twinshot Sniper	Kamigawa: Neon Dynasty		$0.20	Baldurs gate uncommons
1x	Twinshot Sniper	Kamigawa: Neon Dynasty		$0.20	Osgir others
1x	Vat Emergence	Phyrexia: All Will Be One		$0.20	April 2023
1x	Vectis Gloves	Modern Horizons 2		$0.20	Colorless uncommmons
1x	Vedalken Infiltrator	Modern Horizons 2		$0.20	Blue uncommons
1x	Venom	Fourth Edition		$0.20	Old cards
2x	Venom Connoisseur	Streets of New Capenna		$0.20	Green uncommons
3x	Venomous Brutalizer	Phyrexia: All Will Be One		$0.20	April 2023
1x	Veteran Soldier	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
1x	Virus Beetle	Kamigawa: Neon Dynasty		$0.20	Kamigawa and innistrad
1x	Voldaren Ambusher	Innistrad: Midnight Hunt		$0.20	Baldurs gate uncommons
1x	Voldaren Ambusher	Innistrad: Midnight Hunt		$0.20	Kamigawa and innistrad
1x	Voltaic Visionary //  // Volt-Charged Berserker	Innistrad: Crimson Vow		$0.20	April 2023
1x	Voltaic Visionary //  // Volt-Charged Berserker	Innistrad: Crimson Vow		$0.20	Foil rares and uncommons
3x	Voltaic Visionary //  // Volt-Charged Berserker	Innistrad: Crimson Vow		$0.20	Red uncommons
1x	Walking Bulwark	Dominaria United		$0.20	April 2023
3x	Wandering Troubadour	Adventures in the Forgotten Realms		$0.20	Green uncommons
2x	War-Wing Siren	Journey into Nyx		$0.20	Baldurs gate rares
1x	Warden of the Woods	Core Set 2021		$0.20	Green uncommons
1x	Waterfront District	Streets of New Capenna		$0.20	Grixis colors
1x	Wedding Security	Innistrad: Crimson Vow		$0.20	B/W Commander randoms
1x	Wedding Security	Innistrad: Crimson Vow		$0.20	Baldurs gate uncommons
1x	Whispering Wizard	Innistrad: Crimson Vow		$0.20	April 2023
1x	Wingmantle Chaplain	Dominaria United		$0.20	April 2023
1x	Yavimaya Iconoclast	Dominaria United		$0.20	April 2023
2x	You Look Upon the Tarrasque	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate
2x	You Look Upon the Tarrasque	Commander Legends: Battle for Baldur's Gate		$0.20	Baldurs gate uncommons
1x	You Meet in a Tavern	Adventures in the Forgotten Realms		$0.20	Green uncommons
1x	You Meet in a Tavern	Commander Legends: Battle for Baldur's Gate		$0.20	April 2023
2x	Zephyr Sentinel	The Brothers' War		$0.20	April 2023
1x	Assassin's Ink	Kamigawa: Neon Dynasty		$0.21	Baldurs gate uncommons
1x	Assassin's Ink	Kamigawa: Neon Dynasty		$0.21	Kamigawa and innistrad
1x	Aurochs	Coldsnap Theme Decks		$0.21	Old cards
1x	Ballista Watcher //  // Ballista Wielder	Innistrad: Crimson Vow		$0.21	Red uncommons
1x	Battle-Rattle Shaman	Core Set 2021		$0.21	Baldurs gate uncommons
2x	Brine Comber //  // Brinebound Gift	Innistrad: Crimson Vow		$0.21	April 2023
1x	Brine Comber //  // Brinebound Gift	Innistrad: Crimson Vow		$0.21	Baldurs gate uncommons
3x	Brine Comber //  // Brinebound Gift	Innistrad: Crimson Vow		$0.21	Multicolor uncommons
1x	Brine Comber //  // Brinebound Gift	Innistrad: Crimson Vow		$0.21	New capenna, strixhaven rares uncommons
4x	Captain Ripley Vance	Modern Horizons 2		$0.21	Red uncommons
